C,Mn,Si,Cr,Ni,Mo,F_Ferrite,F_Pearlite,F_Bainite,F_Martensite,Yield_MPa,UTS_MPa,Hardness_HV,Elongation_Pct
0.622,0.882,1.158,1.868,2.665,1.106,0.4,0.4,0.1,0.1,649.2,779.0400000000001,196.72727272727275,20.67
0.726,0.286,1.476,0.62,2.675,1.412,0.4,0.4,0.1,0.1,641.6,769.92,194.42424242424244,19.11
0.291,0.604,0.501,0.013,1.96,1.75,0.4,0.4,0.1,0.1,455.9,547.0799999999999,138.15151515151516,25.635
0.938,0.249,1.424,0.511,1.895,4.617,0.4,0.4,0.1,0.1,743.9,892.68,225.42424242424244,15.930000000000001
0.39,1.128,1.267,2.959,0.501,0.922,0.4,0.4,0.1,0.1,557.8,669.3599999999999,169.03030303030303,24.15
0.562,0.453,0.84,2.789,4.201,1.417,0.4,0.4,0.1,0.1,576.3,691.56,174.63636363636363,21.57
0.771,1.028,0.87,4.788,4.382,0.977,0.4,0.4,0.1,0.1,738.3,885.9599999999999,223.72727272727272,18.435000000000002
0.102,0.786,0.204,0.714,4.977,2.81,0.4,0.4,0.1,0.1,379.6,455.52000000000004,115.03030303030305,28.47
0.818,0.736,0.155,2.283,4.999,3.675,0.4,0.4,0.1,0.1,732.6,879.12,222.00000000000003,17.73
1.458,1.197,0.335,0.262,3.344,1.135,0.4,0.4,0.1,0.1,1098.7,1318.44,332.939393939394,8.129999999999999
0.524,1.068,1.034,2.198,2.756,3.16,0.4,0.4,0.1,0.1,618.8,742.56,187.5151515151515,22.14
1.04,0.619,0.98,1.416,4.966,1.719,0.4,0.4,0.1,0.1,831.9,998.28,252.0909090909091,14.399999999999999
0.384,1.208,1.439,0.41,2.288,2.257,0.4,0.4,0.1,0.1,562.8,675.3599999999999,170.54545454545453,24.240000000000002
0.379,0.898,1.221,0.861,1.676,0.247,0.4,0.4,0.1,0.1,529.3,635.16,160.39393939393938,24.314999999999998
1.137,0.156,0.412,3.659,0.596,3.264,0.4,0.4,0.1,0.1,834.1,1000.92,252.75757575757578,12.945
1.487,0.481,1.24,0.373,4.884,4.567,0.4,0.4,0.1,0.1,1041.6,1249.9199999999998,315.6363636363636,7.695
0.767,0.892,1.292,1.511,3.23,1.336,0.4,0.4,0.1,0.1,722.7,867.24,219.00000000000003,18.494999999999997
0.392,0.67,0.439,3.949,4.303,2.529,0.4,0.4,0.1,0.1,513.0,615.6,155.45454545454547,24.12
0.674,0.738,1.311,0.227,0.899,0.749,0.4,0.4,0.1,0.1,660.8,792.9599999999999,200.24242424242425,19.89
0.196,1.171,0.274,4.081,0.508,0.368,0.4,0.4,0.1,0.1,465.1,558.12,140.93939393939397,27.06
0.31,0.778,0.498,2.663,1.827,1.234,0.4,0.4,0.1,0.1,482.8,579.36,146.3030303030303,25.35
1.124,1.075,1.152,2.388,2.585,4.498,0.4,0.4,0.1,0.1,919.5,1103.3999999999999,278.6363636363636,13.139999999999997
0.167,0.129,0.258,4.039,3.354,4.621,0.4,0.4,0.1,0.1,346.4,415.67999999999995,104.96969696969697,27.495
0.126,0.778,0.667,3.118,3.793,2.297,0.4,0.4,0.1,0.1,390.8,468.96,118.42424242424244,28.11
0.671,1.443,1.04,1.979,3.888,4.251,0.4,0.4,0.1,0.1,729.8,875.7599999999999,221.15151515151516,19.935
0.772,0.224,0.406,3.275,0.081,3.348,0.4,0.4,0.1,0.1,658.4,790.0799999999999,199.51515151515153,18.42
1.21,0.653,0.631,3.591,2.91,1.134,0.4,0.4,0.1,0.1,920.3,1104.36,278.8787878787879,11.850000000000001
0.217,1.284,0.263,1.505,4.288,0.266,0.4,0.4,0.1,0.1,486.9,584.28,147.54545454545453,26.745
1.363,1.174,1.072,0.777,3.943,4.274,0.4,0.4,0.1,0.1,1048.9,1258.68,317.8484848484849,9.555
1.186,1.323,1.367,3.421,2.184,0.215,0.4,0.4,0.1,0.1,975.3,1170.36,295.54545454545456,12.21
0.148,0.212,0.872,4.285,3.601,3.825,0.4,0.4,0.1,0.1,345.2,414.23999999999995,104.60606060606061,27.78
0.157,0.292,0.616,3.452,2.372,3.441,0.4,0.4,0.1,0.1,357.7,429.23999999999995,108.39393939393939,27.645
0.773,1.214,0.502,0.377,2.876,0.235,0.4,0.4,0.1,0.1,757.9,909.4799999999999,229.66666666666669,18.405
0.339,1.49,0.928,3.268,3.369,2.211,0.4,0.4,0.1,0.1,568.5,682.1999999999999,172.27272727272728,24.915
1.391,0.152,0.703,1.985,2.173,0.575,0.4,0.4,0.1,0.1,960.7,1152.84,291.1212121212121,9.134999999999998
0.529,0.422,1.007,3.939,2.064,3.222,0.4,0.4,0.1,0.1,556.7,668.0400000000001,168.69696969696972,22.064999999999998
1.195,1.314,0.946,2.437,3.291,0.377,0.4,0.4,0.1,0.1,978.9,1174.6799999999998,296.6363636363636,12.075
0.426,0.172,1.371,2.941,4.599,4.722,0.4,0.4,0.1,0.1,480.2,576.24,145.51515151515153,23.61
1.219,1.005,0.531,3.434,2.999,0.63,0.4,0.4,0.1,0.1,960.0,1152.0,290.90909090909093,11.715
0.201,0.966,1.401,3.628,3.665,4.769,0.4,0.4,0.1,0.1,447.1,536.52,135.4848484848485,26.985
0.44,0.313,1.165,0.685,4.072,4.488,0.4,0.4,0.1,0.1,501.3,601.56,151.9090909090909,23.4
0.246,0.915,0.776,2.115,0.254,4.117,0.4,0.4,0.1,0.1,464.5,557.4,140.75757575757578,26.31
0.405,1.4,1.363,3.859,4.569,4.574,0.4,0.4,0.1,0.1,592.5,711.0,179.54545454545456,23.925
0.634,0.315,0.263,0.357,3.291,1.645,0.4,0.4,0.1,0.1,598.5,718.1999999999999,181.36363636363637,20.490000000000002
0.714,0.985,1.231,1.366,1.148,4.603,0.4,0.4,0.1,0.1,705.5,846.6,213.7878787878788,19.29
0.558,0.938,0.547,1.642,0.519,1.173,0.4,0.4,0.1,0.1,622.8,747.3599999999999,188.72727272727272,21.63
0.571,0.673,1.12,0.892,3.366,3.262,0.4,0.4,0.1,0.1,602.8,723.3599999999999,182.66666666666666,21.435000000000002
0.467,0.819,0.904,3.941,1.246,3.488,0.4,0.4,0.1,0.1,565.4,678.4799999999999,171.33333333333334,22.994999999999997
0.547,0.608,1.276,0.261,0.883,0.904,0.4,0.4,0.1,0.1,584.3,701.16,177.06060606060606,21.795
1.304,0.782,0.35,0.219,1.698,3.452,0.4,0.4,0.1,0.1,980.2,1176.24,297.03030303030306,10.439999999999998
1.091,1.099,1.414,2.963,3.393,3.184,0.4,0.4,0.1,0.1,905.4,1086.48,274.3636363636364,13.635000000000002
1.301,1.363,0.71,2.04,4.352,3.082,0.4,0.4,0.1,0.1,1036.8,1244.1599999999999,314.1818181818182,10.485
1.041,0.381,1.273,3.216,4.854,2.652,0.4,0.4,0.1,0.1,808.6,970.3199999999999,245.03030303030306,14.385000000000002
0.115,0.817,1.347,4.022,4.575,4.565,0.4,0.4,0.1,0.1,389.2,467.03999999999996,117.93939393939394,28.275
0.342,0.44,1.121,4.991,2.504,0.79,0.4,0.4,0.1,0.1,465.0,558.0,140.9090909090909,24.869999999999997
1.449,0.537,0.641,3.413,2.716,0.01,0.4,0.4,0.1,0.1,1028.2,1233.84,311.5757575757576,8.265
0.594,1.257,0.139,2.397,4.875,0.477,0.4,0.4,0.1,0.1,672.7,807.24,203.84848484848487,21.09
0.58,1.191,0.501,3.106,0.693,1.732,0.4,0.4,0.1,0.1,659.1,790.92,199.72727272727275,21.3
1.136,0.738,1.234,4.105,1.932,4.049,0.4,0.4,0.1,0.1,891.8,1070.1599999999999,270.24242424242425,12.96
0.35,1.466,0.159,3.948,4.661,2.226,0.4,0.4,0.1,0.1,571.6,685.92,173.21212121212122,24.75
0.563,0.96,1.123,4.645,0.645,1.313,0.4,0.4,0.1,0.1,627.5,753.0,190.15151515151516,21.555
1.068,0.124,0.182,4.69,4.251,1.455,0.4,0.4,0.1,0.1,796.4,955.68,241.33333333333334,13.98
0.471,0.976,1.028,1.511,1.306,2.672,0.4,0.4,0.1,0.1,583.1,699.72,176.69696969696972,22.935000000000002
0.151,0.648,0.568,3.064,4.576,2.735,0.4,0.4,0.1,0.1,390.3,468.36,118.27272727272728,27.735
1.427,1.174,0.542,0.793,4.135,3.694,0.4,0.4,0.1,0.1,1080.9,1297.0800000000002,327.5454545454546,8.594999999999999
1.426,1.411,0.221,1.835,1.1,4.576,0.4,0.4,0.1,0.1,1104.1,1324.9199999999998,334.57575757575756,8.61
0.75,1.152,1.049,0.442,2.919,2.015,0.4,0.4,0.1,0.1,740.2,888.24,224.30303030303034,18.75
1.259,0.979,1.408,1.102,3.84,0.27,0.4,0.4,0.1,0.1,977.4,1172.8799999999999,296.1818181818182,11.115000000000002
1.331,1.47,1.025,1.08,1.63,4.932,0.4,0.4,0.1,0.1,1062.5,1275.0,321.969696969697,10.035
1.047,1.264,1.4,2.609,4.891,2.694,0.4,0.4,0.1,0.1,899.9,1079.8799999999999,272.6969696969697,14.295000000000002
0.984,1.429,0.43,0.262,1.991,2.002,0.4,0.4,0.1,0.1,884.9,1061.8799999999999,268.1515151515152,15.24
1.216,1.491,0.985,1.479,4.622,0.24,0.4,0.4,0.1,0.1,1007.1,1208.52,305.1818181818182,11.760000000000002
0.517,1.254,0.862,3.083,2.009,1.284,0.4,0.4,0.1,0.1,633.9,760.68,192.0909090909091,22.245
0.527,0.465,1.496,0.418,2.139,0.987,0.4,0.4,0.1,0.1,560.0,672.0,169.69696969696972,22.095
0.123,0.522,0.993,2.252,1.951,3.473,0.4,0.4,0.1,0.1,363.7,436.44,110.21212121212122,28.155
0.517,0.246,0.715,4.642,1.557,2.248,0.4,0.4,0.1,0.1,533.1,639.72,161.54545454545456,22.245
1.058,0.688,0.345,4.202,3.494,3.838,0.4,0.4,0.1,0.1,847.8,1017.3599999999999,256.90909090909093,14.129999999999999
0.624,0.863,0.668,2.348,2.929,3.357,0.4,0.4,0.1,0.1,648.3,777.9599999999999,196.45454545454544,20.64
0.275,0.437,0.883,3.349,0.514,3.452,0.4,0.4,0.1,0.1,431.2,517.4399999999999,130.66666666666666,25.875
0.221,0.907,0.942,3.709,4.125,0.524,0.4,0.4,0.1,0.1,451.2,541.4399999999999,136.72727272727272,26.685
0.896,0.269,0.764,1.374,3.971,3.748,0.4,0.4,0.1,0.1,724.9,869.88,219.66666666666669,16.560000000000002
0.7,1.166,1.291,1.662,4.661,1.249,0.4,0.4,0.1,0.1,716.6,859.92,217.15151515151518,19.5
1.024,0.436,1.203,2.652,2.268,0.221,0.4,0.4,0.1,0.1,805.6,966.72,244.12121212121215,14.64
1.375,0.529,1.269,0.82,1.703,3.292,0.4,0.4,0.1,0.1,990.4,1188.48,300.1212121212121,9.375
0.2,1.112,0.38,2.521,2.892,2.159,0.4,0.4,0.1,0.1,461.20000000000005,553.44,139.75757575757578,27.0
1.386,0.677,1.473,4.045,4.352,1.048,0.4,0.4,0.1,0.1,1010.7,1212.84,306.2727272727273,9.21
0.335,1.01,1.032,0.197,3.807,0.054,0.4,0.4,0.1,0.1,518.5,622.1999999999999,157.12121212121212,24.975
1.022,0.961,0.373,1.556,2.391,3.916,0.4,0.4,0.1,0.1,857.1,1028.52,259.72727272727275,14.67
0.764,0.984,0.491,1.817,0.609,3.069,0.4,0.4,0.1,0.1,730.4,876.4799999999999,221.33333333333334,18.54
1.347,1.271,1.434,2.413,0.608,2.504,0.4,0.4,0.1,0.1,1050.6,1260.7199999999998,318.3636363636364,9.795000000000002
0.357,0.767,0.946,2.664,3.241,4.902,0.4,0.4,0.1,0.1,505.2,606.24,153.0909090909091,24.645
0.777,0.657,1.475,1.705,4.097,4.861,0.4,0.4,0.1,0.1,704.2,845.0400000000001,213.3939393939394,18.345
0.493,1.383,0.14,0.448,1.395,0.313,0.4,0.4,0.1,0.1,634.8,761.7599999999999,192.36363636363637,22.605
0.83,1.159,0.47,2.509,3.304,3.234,0.4,0.4,0.1,0.1,780.9,937.0799999999999,236.63636363636365,17.55
0.312,0.494,0.194,3.107,3.532,4.555,0.4,0.4,0.1,0.1,455.4,546.4799999999999,138.0,25.32
0.851,0.535,0.694,3.944,1.949,1.708,0.4,0.4,0.1,0.1,729.0,874.8,220.90909090909093,17.235
0.875,1.244,1.0,2.474,3.691,3.879,0.4,0.4,0.1,0.1,811.9,974.28,246.03030303030303,16.875
1.057,1.407,0.335,4.083,3.143,4.715,0.4,0.4,0.1,0.1,919.2,1103.04,278.54545454545456,14.145000000000001
0.222,0.479,0.146,2.406,1.607,0.024,0.4,0.4,0.1,0.1,408.9,490.67999999999995,123.9090909090909,26.67
0.695,0.997,0.329,2.999,0.213,3.951,0.4,0.4,0.1,0.1,697.2,836.64,211.2727272727273,19.575000000000003
0.622,0.148,0.872,2.088,1.856,0.966,0.4,0.4,0.1,0.1,575.8,690.9599999999999,174.48484848484847,20.67
1.432,1.053,0.135,2.959,2.884,1.245,0.4,0.4,0.1,0.1,1071.3,1285.56,324.6363636363636,8.52
0.276,1.055,1.441,4.364,3.678,0.312,0.4,0.4,0.1,0.1,493.5,592.1999999999999,149.54545454545456,25.86
0.39,1.233,0.942,3.39,0.106,2.176,0.4,0.4,0.1,0.1,568.3,681.9599999999999,172.21212121212122,24.15
0.689,0.339,0.752,2.491,1.023,0.947,0.4,0.4,0.1,0.1,628.4,754.0799999999999,190.42424242424244,19.665
0.85,1.072,0.995,4.29,2.298,1.034,0.4,0.4,0.1,0.1,782.2,938.64,237.03030303030306,17.25
0.899,0.987,0.817,0.338,3.978,3.403,0.4,0.4,0.1,0.1,798.2,957.84,241.8787878787879,16.515
1.116,0.504,0.376,0.273,1.56,0.563,0.4,0.4,0.1,0.1,858.4,1030.08,260.1212121212121,13.259999999999998
1.14,0.75,0.57,0.393,2.926,1.94,0.4,0.4,0.1,0.1,895.0,1074.0,271.21212121212125,12.900000000000002
0.408,1.367,0.314,4.994,4.833,0.578,0.4,0.4,0.1,0.1,590.7,708.84,179.00000000000003,23.880000000000003
0.938,0.437,0.538,2.898,3.256,0.015,0.4,0.4,0.1,0.1,762.7,915.24,231.12121212121215,15.930000000000001
1.012,0.715,0.926,4.558,4.665,2.473,0.4,0.4,0.1,0.1,827.5,993.0,250.75757575757578,14.82
0.269,0.87,0.292,0.141,1.724,4.607,0.4,0.4,0.1,0.1,471.5,565.8,142.87878787878788,25.965
0.535,1.375,1.465,4.593,4.088,4.797,0.4,0.4,0.1,0.1,655.0,786.0,198.4848484848485,21.975
0.651,0.981,0.342,3.87,2.27,3.548,0.4,0.4,0.1,0.1,673.6,808.32,204.12121212121215,20.235
1.247,0.852,0.129,3.969,0.372,3.857,0.4,0.4,0.1,0.1,958.7,1150.44,290.51515151515156,11.294999999999998
0.577,0.942,0.203,0.268,1.199,4.916,0.4,0.4,0.1,0.1,632.7,759.24,191.72727272727275,21.345
1.395,1.273,0.477,0.284,0.276,4.479,0.4,0.4,0.1,0.1,1074.8,1289.76,325.6969696969697,9.075
0.65,0.365,0.62,3.861,0.585,2.293,0.4,0.4,0.1,0.1,611.5,733.8,185.3030303030303,20.25
0.443,0.109,0.583,3.964,3.668,1.876,0.4,0.4,0.1,0.1,482.4,578.88,146.1818181818182,23.355
0.55,0.945,1.011,2.578,2.563,3.573,0.4,0.4,0.1,0.1,619.5,743.4,187.72727272727275,21.75
0.297,1.417,0.372,3.009,2.766,1.247,0.4,0.4,0.1,0.1,540.2,648.24,163.69696969696972,25.545
0.332,0.768,0.961,3.979,0.859,3.509,0.4,0.4,0.1,0.1,492.8,591.36,149.33333333333334,25.02
0.858,0.348,0.27,1.95,3.875,4.755,0.4,0.4,0.1,0.1,713.8,856.56,216.3030303030303,17.130000000000003
0.164,0.899,1.235,2.355,2.957,1.604,0.4,0.4,0.1,0.1,421.9,506.28,127.84848484848484,27.54
0.385,1.031,1.198,3.813,3.83,2.633,0.4,0.4,0.1,0.1,545.6,654.72,165.33333333333334,24.225
0.396,0.109,0.634,4.035,4.11,1.652,0.4,0.4,0.1,0.1,458.9,550.68,139.06060606060606,24.06
1.427,1.183,0.827,2.492,4.328,0.54,0.4,0.4,0.1,0.1,1081.8,1298.1599999999999,327.8181818181818,8.594999999999999
0.898,0.198,0.346,0.533,0.224,1.294,0.4,0.4,0.1,0.1,718.8,862.56,217.8181818181818,16.53
0.823,1.379,1.26,2.417,4.577,0.317,0.4,0.4,0.1,0.1,799.4,959.28,242.24242424242425,17.655
0.702,1.378,0.683,1.265,2.833,0.166,0.4,0.4,0.1,0.1,738.8,886.56,223.87878787878788,19.47
0.129,0.184,0.947,0.043,0.119,4.295,0.4,0.4,0.1,0.1,332.9,399.47999999999996,100.87878787878788,28.065
0.269,1.064,1.015,3.246,0.171,4.483,0.4,0.4,0.1,0.1,490.9,589.0799999999999,148.75757575757575,25.965
0.295,0.482,0.242,4.43,0.011,2.452,0.4,0.4,0.1,0.1,445.7,534.8399999999999,135.06060606060606,25.575
1.041,0.737,1.169,0.94,3.374,2.429,0.4,0.4,0.1,0.1,844.2,1013.04,255.81818181818184,14.385000000000002
0.754,1.434,0.747,1.11,0.722,3.162,0.4,0.4,0.1,0.1,770.4,924.4799999999999,233.45454545454547,18.689999999999998
0.674,1.136,1.414,2.916,1.854,3.553,0.4,0.4,0.1,0.1,700.6,840.72,212.3030303030303,19.89
0.275,1.325,0.526,3.133,1.198,1.569,0.4,0.4,0.1,0.1,520.0,624.0,157.5757575757576,25.875
0.776,1.485,0.684,2.346,1.738,2.711,0.4,0.4,0.1,0.1,786.5,943.8,238.33333333333334,18.36
0.159,0.607,1.343,1.758,3.207,1.225,0.4,0.4,0.1,0.1,390.2,468.23999999999995,118.24242424242425,27.615
0.133,0.14,1.119,2.877,0.362,4.086,0.4,0.4,0.1,0.1,330.5,396.59999999999997,100.15151515151516,28.005
0.829,0.502,0.492,3.097,0.975,2.198,0.4,0.4,0.1,0.1,714.7,857.64,216.5757575757576,17.565
0.748,1.267,1.309,0.719,2.101,2.18,0.4,0.4,0.1,0.1,750.7,900.84,227.4848484848485,18.78
1.461,1.04,0.899,2.761,4.222,0.584,0.4,0.4,0.1,0.1,1084.5,1301.3999999999999,328.6363636363636,8.084999999999997
0.556,0.293,0.862,2.865,3.353,2.804,0.4,0.4,0.1,0.1,557.3,668.7599999999999,168.87878787878788,21.66
1.241,1.411,0.343,2.964,0.98,3.208,0.4,0.4,0.1,0.1,1011.6,1213.92,306.54545454545456,11.384999999999998
0.27,1.267,0.569,4.261,0.832,2.68,0.4,0.4,0.1,0.1,511.7,614.04,155.06060606060606,25.95
0.729,1.107,0.906,0.913,1.266,1.374,0.4,0.4,0.1,0.1,725.2,870.24,219.75757575757578,19.064999999999998
0.859,1.494,1.433,3.807,3.672,4.239,0.4,0.4,0.1,0.1,828.9,994.68,251.1818181818182,17.115000000000002
0.967,0.751,1.244,4.638,4.227,0.891,0.4,0.4,0.1,0.1,808.6,970.3199999999999,245.03030303030306,15.495000000000001
0.898,1.159,1.15,0.817,3.895,4.137,0.4,0.4,0.1,0.1,814.9,977.8799999999999,246.93939393939394,16.53
1.182,1.211,0.123,3.486,2.473,4.472,0.4,0.4,0.1,0.1,962.1,1154.52,291.54545454545456,12.27
0.352,0.477,1.282,1.688,1.565,0.358,0.4,0.4,0.1,0.1,473.7,568.4399999999999,143.54545454545456,24.72
1.463,0.138,0.276,3.103,3.472,1.645,0.4,0.4,0.1,0.1,995.3,1194.36,301.6060606060606,8.055
0.552,0.441,0.617,2.637,2.183,4.308,0.4,0.4,0.1,0.1,570.1,684.12,172.75757575757578,21.72
0.34,1.146,0.519,0.858,2.244,1.762,0.4,0.4,0.1,0.1,534.6,641.52,162.00000000000003,24.9
1.166,0.814,0.603,0.579,3.053,1.78,0.4,0.4,0.1,0.1,914.4,1097.28,277.0909090909091,12.510000000000002
0.877,0.249,0.458,1.855,3.493,2.234,0.4,0.4,0.1,0.1,713.4,856.0799999999999,216.1818181818182,16.845
1.387,1.149,0.341,0.341,4.512,4.559,0.4,0.4,0.1,0.1,1058.4,1270.0800000000002,320.72727272727275,9.195
0.79,1.337,0.34,0.888,4.513,4.823,0.4,0.4,0.1,0.1,778.7,934.44,235.969696969697,18.15
0.426,0.372,0.504,2.578,3.348,3.499,0.4,0.4,0.1,0.1,500.2,600.24,151.5757575757576,23.61
1.382,0.509,0.277,3.44,0.763,3.05,0.4,0.4,0.1,0.1,991.9,1190.28,300.57575757575756,9.270000000000003
0.843,1.31,0.826,4.556,0.849,1.76,0.4,0.4,0.1,0.1,802.5,963.0,243.1818181818182,17.355
0.654,1.498,0.512,1.893,4.971,3.739,0.4,0.4,0.1,0.1,726.8,872.16,220.24242424242425,20.189999999999998
0.555,0.456,0.885,4.957,4.743,4.911,0.4,0.4,0.1,0.1,573.1,687.72,173.66666666666669,21.674999999999997
0.694,1.046,0.73,3.199,2.321,4.92,0.4,0.4,0.1,0.1,701.6,841.92,212.60606060606062,19.59
0.547,0.304,0.622,0.249,2.643,1.321,0.4,0.4,0.1,0.1,553.9,664.68,167.84848484848484,21.795
0.297,0.492,0.291,4.198,0.835,2.679,0.4,0.4,0.1,0.1,447.7,537.24,135.66666666666666,25.545
0.523,1.427,0.329,1.219,0.703,0.123,0.4,0.4,0.1,0.1,654.2,785.0400000000001,198.24242424242428,22.155
1.3,0.833,1.341,4.643,0.552,4.653,0.4,0.4,0.1,0.1,983.3,1179.9599999999998,297.969696969697,10.5
0.736,0.755,0.638,1.225,1.436,2.016,0.4,0.4,0.1,0.1,693.5,832.1999999999999,210.15151515151516,18.96
1.109,0.769,1.214,4.144,4.509,2.49,0.4,0.4,0.1,0.1,881.4,1057.6799999999998,267.0909090909091,13.365000000000002
0.412,1.421,0.752,2.236,3.262,4.54,0.4,0.4,0.1,0.1,598.1,717.72,181.24242424242425,23.82
1.362,0.351,1.006,1.074,2.067,2.54,0.4,0.4,0.1,0.1,966.1,1159.32,292.7575757575758,9.57
1.021,1.1,0.287,3.267,1.049,3.572,0.4,0.4,0.1,0.1,870.5,1044.6,263.7878787878788,14.685000000000002
0.361,1.01,1.013,2.4,1.528,4.876,0.4,0.4,0.1,0.1,531.5,637.8,161.06060606060606,24.585
1.362,0.136,1.284,4.584,4.588,3.478,0.4,0.4,0.1,0.1,944.6,1133.52,286.24242424242425,9.57
0.639,1.459,0.329,1.365,3.292,1.044,0.4,0.4,0.1,0.1,715.4,858.4799999999999,216.78787878787878,20.415
0.342,0.41,0.158,2.204,4.104,2.919,0.4,0.4,0.1,0.1,462.0,554.4,140.0,24.869999999999997
0.168,1.043,1.484,2.744,0.177,2.264,0.4,0.4,0.1,0.1,438.3,525.96,132.81818181818184,27.48
1.357,0.676,0.442,2.326,0.76,0.344,0.4,0.4,0.1,0.1,996.1,1195.32,301.8484848484849,9.645
0.269,0.703,1.262,2.929,0.435,0.29,0.4,0.4,0.1,0.1,454.8,545.76,137.81818181818184,25.965
1.049,1.234,1.489,1.737,3.07,0.949,0.4,0.4,0.1,0.1,897.9,1077.48,272.0909090909091,14.265
1.204,0.187,1.024,4.745,3.985,0.146,0.4,0.4,0.1,0.1,870.7,1044.84,263.8484848484849,11.940000000000001
1.389,0.182,1.463,2.39,4.782,2.069,0.4,0.4,0.1,0.1,962.7,1155.24,291.72727272727275,9.165
0.815,0.188,1.433,2.061,0.725,2.734,0.4,0.4,0.1,0.1,676.3,811.56,204.93939393939394,17.775
0.621,0.961,0.701,3.47,1.229,0.296,0.4,0.4,0.1,0.1,656.6,787.92,198.969696969697,20.685000000000002
0.164,0.606,0.319,2.09,4.039,3.525,0.4,0.4,0.1,0.1,392.6,471.12,118.96969696969698,27.54
0.4,1.375,0.407,3.252,0.06,2.484,0.4,0.4,0.1,0.1,587.5,705.0,178.03030303030303,24.0
0.798,1.094,0.742,0.586,0.619,3.051,0.4,0.4,0.1,0.1,758.4,910.0799999999999,229.8181818181818,18.03
0.289,1.367,0.638,1.482,2.954,4.932,0.4,0.4,0.1,0.1,531.2,637.44,160.969696969697,25.665
0.87,0.978,0.43,4.074,3.151,4.391,0.4,0.4,0.1,0.1,782.8,939.3599999999999,237.21212121212122,16.95
1.137,1.201,0.635,0.188,2.494,1.093,0.4,0.4,0.1,0.1,938.6,1126.32,284.42424242424244,12.945
1.378,1.077,0.282,3.879,3.885,1.45,0.4,0.4,0.1,0.1,1046.7,1256.04,317.1818181818182,9.330000000000002
1.231,0.254,0.369,3.474,3.586,3.541,0.4,0.4,0.1,0.1,890.9,1069.08,269.969696969697,11.535
0.172,0.527,1.313,0.606,3.066,3.024,0.4,0.4,0.1,0.1,388.7,466.43999999999994,117.7878787878788,27.42
0.622,0.706,1.015,3.758,1.828,2.422,0.4,0.4,0.1,0.1,631.6,757.92,191.3939393939394,20.67
0.15,0.429,0.827,2.764,3.492,1.809,0.4,0.4,0.1,0.1,367.9,441.47999999999996,111.48484848484848,27.75
0.628,1.383,0.332,4.859,0.066,4.582,0.4,0.4,0.1,0.1,702.3,842.7599999999999,212.8181818181818,20.58
1.002,1.351,1.305,1.527,0.779,2.156,0.4,0.4,0.1,0.1,886.1,1063.32,268.51515151515156,14.97
0.138,0.354,1.459,2.216,1.469,1.462,0.4,0.4,0.1,0.1,354.4,425.28,107.39393939393939,27.93
0.635,0.659,0.551,0.313,4.515,2.317,0.4,0.4,0.1,0.1,633.4,760.0799999999999,191.93939393939394,20.475
1.133,1.101,0.165,4.912,0.344,0.206,0.4,0.4,0.1,0.1,926.6,1111.92,280.7878787878788,13.004999999999999
1.096,0.581,0.3,3.259,4.319,4.214,0.4,0.4,0.1,0.1,856.1,1027.32,259.42424242424244,13.559999999999999
0.337,1.136,1.163,2.146,3.067,0.024,0.4,0.4,0.1,0.1,532.1,638.52,161.24242424242425,24.945
0.535,1.473,0.238,2.312,2.463,2.307,0.4,0.4,0.1,0.1,664.8,797.7599999999999,201.45454545454544,21.975
1.428,1.382,1.459,0.662,4.214,4.984,0.4,0.4,0.1,0.1,1102.2,1322.64,334.00000000000006,8.580000000000002
0.672,0.685,0.516,2.087,3.885,1.44,0.4,0.4,0.1,0.1,654.5,785.4,198.33333333333334,19.92
1.293,0.281,0.776,1.309,3.005,0.235,0.4,0.4,0.1,0.1,924.6,1109.52,280.1818181818182,10.605
0.385,0.675,1.36,2.39,2.413,2.426,0.4,0.4,0.1,0.1,510.0,612.0,154.54545454545456,24.225
0.217,1.223,0.656,2.016,1.442,2.539,0.4,0.4,0.1,0.1,480.8,576.96,145.69696969696972,26.745
0.403,1.456,0.33,0.096,4.454,4.874,0.4,0.4,0.1,0.1,597.1,716.52,180.93939393939397,23.955
1.353,0.151,1.351,3.614,4.775,2.01,0.4,0.4,0.1,0.1,941.6,1129.92,285.33333333333337,9.705000000000002
0.745,1.19,0.127,1.317,4.209,0.396,0.4,0.4,0.1,0.1,741.5,889.8,224.69696969696972,18.825
0.16,1.081,0.256,2.182,1.529,4.4,0.4,0.4,0.1,0.1,438.1,525.72,132.75757575757578,27.6
0.167,0.749,0.331,3.872,0.251,0.844,0.4,0.4,0.1,0.1,408.4,490.0799999999999,123.75757575757575,27.495
0.472,1.273,0.855,3.472,4.792,0.593,0.4,0.4,0.1,0.1,613.3,735.9599999999999,185.84848484848484,22.92
0.982,1.181,0.101,3.254,2.285,2.212,0.4,0.4,0.1,0.1,859.1,1030.92,260.33333333333337,15.27
0.176,1.016,1.078,0.833,2.087,2.428,0.4,0.4,0.1,0.1,439.6,527.52,133.21212121212122,27.36
0.527,1.162,0.13,0.937,4.127,2.599,0.4,0.4,0.1,0.1,629.7,755.64,190.81818181818184,22.095
1.294,0.192,0.618,2.5,0.863,3.009,0.4,0.4,0.1,0.1,916.2,1099.44,277.6363636363637,10.59
1.068,0.186,0.133,1.667,2.276,4.188,0.4,0.4,0.1,0.1,802.6,963.12,243.21212121212122,13.98
